State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,F.A.Q. (Whole),FAQ,22-08-2005,1650,1739,1728,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,F.A.Q. (Whole),FAQ,23-08-2005,1511,1744,1724,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,F.A.Q. (Whole),FAQ,07-09-2005,1569,1569,1569,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,F.A.Q. (Whole),FAQ,21-09-2005,1485,1720,1655,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,F.A.Q. (Whole),FAQ,29-11-2005,1500,1797,1778,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,F.A.Q. (Whole),FAQ,30-11-2005,1461,1838,1795,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,F.A.Q. (Whole),FAQ,01-12-2005,1461,1778,1758,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,F.A.Q. (Whole),FAQ,03-12-2005,1600,1866,1821,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,F.A.Q. (Whole),FAQ,08-12-2005,1693,1782,1734,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,F.A.Q. (Whole),FAQ,13-12-2005,1550,1867,1725,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,F.A.Q. (Whole),FAQ,22-12-2005,1460,1780,1734,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,Other,FAQ,26-08-2005,2050,2250,2250,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,Other,FAQ,13-09-2005,1950,2100,2100,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,Other,FAQ,19-09-2005,2050,2150,2150,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,F.A.Q. (Whole),FAQ,01-09-2005,1503,1695,1660,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,F.A.Q. (Whole),FAQ,03-09-2005,1559,1691,1615,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,F.A.Q. (Whole),FAQ,05-09-2005,1545,1730,1671,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,F.A.Q. (Whole),FAQ,13-09-2005,1506,1668,1600,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,F.A.Q. (Whole),FAQ,20-09-2005,1543,1651,1570,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,F.A.Q. (Whole),FAQ,01-10-2005,1615,1728,1677,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,F.A.Q. (Whole),FAQ,06-10-2005,1225,1778,1743,7
Andhra Pradesh,Cuddapah,Cuddapah,Red Gram,F.A.Q. (Whole),FAQ,07-10-2005,1610,1769,1721,7
